Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,105.87999725341797,105.93000030517578,104.2300033569336,104.7300033569336,98.43572998046875,950900
2020-01-03,104.58000183105469,106.58999633789062,104.4000015258789,106.5199966430664,100.1181411743164,745000
2020-01-06,106.51000213623047,107.0199966430664,105.70999908447266,106.44999694824219,100.05235290527344,1207800
2020-01-07,105.88999938964844,106.26000213623047,105.26000213623047,105.97000122070312,99.60120391845703,893600
2020-01-08,105.98999786376953,106.41000366210938,105.1500015258789,106.18000030517578,99.79857635498047,791200
2020-01-09,105.87999725341797,106.81999969482422,105.63999938964844,105.87999725341797,99.51660919189453,639800
2020-01-10,106.06999969482422,107.86000061035156,105.9000015258789,107.7699966430664,101.29300689697266,817400
2020-01-13,107.7699966430664,108.2300033569336,107.08000183105469,108.12000274658203,101.62198638916016,1045700
2020-01-14,108.0,108.38999938964844,107.0199966430664,108.3499984741211,101.8381576538086,1062600
2020-01-15,108.83999633789062,109.80999755859375,108.66999816894531,109.58999633789062,103.0036392211914,1268300
2020-01-16,109.80999755859375,110.95999908447266,109.44000244140625,110.91000366210938,104.24431610107422,863800
2020-01-17,111.12000274658203,112.0,110.20999908447266,111.55999755859375,104.85523986816406,1616400
2020-01-21,111.86000061035156,112.97000122070312,111.5,112.75,105.97372436523438,728900
2020-01-22,113.0,113.29000091552734,109.19000244140625,109.70999908447266,103.11642456054688,1184000
2020-01-23,109.94000244140625,110.83000183105469,109.4000015258789,110.55999755859375,103.91534423828125,790600
2020-01-24,110.62000274658203,111.05000305175781,110.25,110.93000030517578,104.26310729980469,353500
2020-01-27,110.68000030517578,111.55000305175781,110.41000366210938,111.0,104.32889556884766,427800
2020-01-28,110.86000061035156,111.54000091552734,110.18000030517578,110.5199966430664,103.87774658203125,593000
2020-01-29,110.6500015258789,110.70999908447266,109.04000091552734,109.44999694824219,102.87203979492188,1283400
2020-01-30,109.30000305175781,110.6500015258789,109.01000213623047,110.58000183105469,103.93415069580078,568200
2020-01-31,110.68000030517578,111.0999984741211,109.97000122070312,110.68000030517578,104.02813720703125,668300
2020-02-03,110.72000122070312,111.19000244140625,109.47000122070312,109.58000183105469,102.99424743652344,611700
2020-02-04,109.41000366210938,110.58999633789062,109.41000366210938,110.20999908447266,103.58637237548828,511800
2020-02-05,109.83999633789062,110.30999755859375,109.18000030517578,109.47000122070312,102.8908462524414,803000
2020-02-06,109.45999908447266,110.5999984741211,109.45999908447266,110.0199966430664,103.40779113769531,426600
2020-02-07,110.43000030517578,111.06999969482422,110.08000183105469,110.20999908447266,103.58637237548828,387900
2020-02-10,110.88999938964844,111.25,110.37000274658203,111.25,104.56387329101562,413700
2020-02-11,111.2300033569336,112.04000091552734,111.08999633789062,111.55000305175781,104.8458480834961,449400
2020-02-12,111.33000183105469,112.76000213623047,111.16999816894531,112.16000366210938,105.419189453125,620200
2020-02-13,112.31999969482422,113.30000305175781,112.18000030517578,113.04000091552734,106.24629974365234,596100
2020-02-14,113.37000274658203,115.44999694824219,113.16999816894531,115.43000030517578,108.4926528930664,665400
2020-02-18,115.62000274658203,115.80999755859375,114.77999877929688,115.4000015258789,108.46446990966797,857200
2020-02-19,112.66999816894531,112.68000030517578,106.45999908447266,107.4800033569336,101.02046203613281,2034300
2020-02-20,107.44000244140625,108.11000061035156,105.22000122070312,107.30999755859375,100.86067199707031,1284200
2020-02-21,107.12000274658203,109.80000305175781,107.08000183105469,109.19999694824219,102.63707733154297,929500
2020-02-24,108.91999816894531,111.30000305175781,108.30000305175781,108.80999755859375,102.27051544189453,1114600
2020-02-25,109.06999969482422,109.06999969482422,105.70999908447266,107.0,100.56929016113281,1138300
2020-02-26,106.66999816894531,109.76000213623047,105.94000244140625,107.66000366210938,101.18963623046875,1376200
2020-02-27,107.02999877929688,107.83999633789062,100.66999816894531,100.69000244140625,94.63853454589844,1480900
2020-02-28,100.20999908447266,101.52999877929688,97.08000183105469,100.36000061035156,94.328369140625,2162400
2020-03-02,101.16000366210938,105.87999725341797,101.12000274658203,105.4000015258789,99.06546020507812,1287500
2020-03-03,105.38999938964844,107.38999938964844,104.04000091552734,105.6500015258789,99.30044555664062,1211800
2020-03-04,107.26000213623047,112.44000244140625,106.62999725341797,109.79000091552734,103.19161987304688,1457600
2020-03-05,108.76000213623047,110.87000274658203,107.81999969482422,110.55999755859375,103.91534423828125,979600
2020-03-06,108.27999877929688,110.4000015258789,106.4800033569336,110.0199966430664,103.40779113769531,972100
2020-03-09,105.62999725341797,108.26000213623047,104.05000305175781,105.9000015258789,99.53540802001953,1380900
2020-03-10,107.5199966430664,108.31999969482422,101.29000091552734,107.58000183105469,101.11444091796875,1597100
2020-03-11,105.29000091552734,105.91999816894531,103.5199966430664,104.4000015258789,98.12555694580078,1371100
2020-03-12,99.80000305175781,102.88999938964844,95.91000366210938,96.27999877929688,90.49356079101562,2108700
2020-03-13,99.05999755859375,100.2699966430664,92.81999969482422,96.58000183105469,91.63209533691406,2030500
2020-03-16,89.7300033569336,92.5,81.38999938964844,81.63999938964844,77.45748138427734,2025200
2020-03-17,82.83000183105469,88.25,81.95999908447266,86.2300033569336,81.81233215332031,1931300
2020-03-18,81.63999938964844,92.41000366210938,80.5999984741211,89.97000122070312,85.36072540283203,2893700
2020-03-19,89.26000213623047,90.70999908447266,84.30000305175781,86.69999694824219,82.25826263427734,2297200
2020-03-20,86.7300033569336,86.7300033569336,77.69999694824219,79.72000122070312,75.63584899902344,2037600
2020-03-23,79.72000122070312,80.2300033569336,72.69999694824219,74.61000061035156,70.78764343261719,1702900
2020-03-24,76.4800033569336,79.4800033569336,74.87000274658203,78.31999969482422,74.30757904052734,1945200
2020-03-25,77.52999877929688,87.18000030517578,77.1500015258789,83.04000091552734,78.78577423095703,1057700
2020-03-26,82.94000244140625,90.29000091552734,82.18000030517578,89.83000183105469,85.22791290283203,1469600
2020-03-27,87.9000015258789,97.16000366210938,87.62000274658203,96.0199966430664,91.10078430175781,1769000
2020-03-30,96.69999694824219,98.80999755859375,93.62999725341797,96.75,91.79338836669922,2442400
2020-03-31,95.68000030517578,97.0199966430664,93.5999984741211,95.76000213623047,90.85411071777344,2695600
